,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,pred_value
294,1755,85,2,-1.0,16500,1,1,1,1,1,1,1,12,2,1,1,5,6,5,1971,1971,2,1,3,3,2,509.0,1,1,1,2,1,4,3,962.0,2,0.0,270.0,1232.0,1,4,1,1,1320,0,0,1320,0.0,1.0,2,0,3,1,1,5,1,1,3,1,1971.0,3,2.0,495.0,1,1,1,0,20,0,0,0,0,1,2,1,0,5,2009,1,1,184023
295,1756,20,2,60.0,7436,1,1,1,1,1,1,1,1,2,1,1,1,4,7,1960,1960,1,1,1,1,1,0.0,1,1,1,1,1,1,2,734.0,2,0.0,160.0,894.0,1,2,1,1,894,0,0,894,1.0,0.0,1,0,2,1,1,5,1,1,4,2,1988.0,1,2.0,396.0,1,1,1,0,0,0,360,0,0,1,4,1,0,8,2009,1,1,115816
296,1757,20,2,65.0,8125,1,1,1,1,1,1,1,1,2,1,1,1,5,7,1959,1959,2,1,5,5,1,0.0,1,1,1,1,1,1,5,403.0,2,0.0,461.0,864.0,1,3,1,1,864,0,0,864,0.0,0.0,1,0,3,1,1,5,1,0,1,2,1960.0,1,1.0,308.0,1,1,1,0,0,0,0,0,0,1,2,1,0,9,2009,1,1,82468
297,1758,20,2,-1.0,9450,1,1,2,1,1,2,1,1,2,1,1,1,4,5,1957,1957,1,1,2,2,2,160.0,1,1,1,1,1,1,5,775.0,2,0.0,265.0,1040.0,1,1,1,1,1362,0,0,1362,1.0,0.0,1,0,3,1,1,6,1,1,3,1,1982.0,3,3.0,768.0,1,1,1,0,0,84,0,0,0,1,1,1,0,5,2009,1,1,139800
298,1759,20,2,-1.0,13495,1,1,2,1,1,2,1,1,2,1,1,1,5,6,1956,1956,1,1,2,2,2,70.0,1,2,1,1,1,1,5,625.0,1,201.0,222.0,1048.0,1,4,1,1,1728,0,0,1728,1.0,0.0,2,0,3,1,1,7,3,1,3,2,1956.0,1,2.0,576.0,1,1,1,0,99,0,0,0,0,1,2,1,0,7,2009,1,1,164271
299,1760,20,2,85.0,9350,1,1,1,1,1,1,1,1,2,1,1,1,5,6,1961,1995,1,1,2,2,2,217.0,1,1,1,1,1,1,2,310.0,4,512.0,491.0,1313.0,1,1,1,1,1313,0,0,1313,1.0,0.0,1,1,3,1,2,6,1,1,2,1,1961.0,3,2.0,610.0,1,1,1,172,28,0,0,121,0,1,1,1,0,2,2009,1,1,175166
300,1761,20,2,115.0,10500,1,1,2,1,1,1,1,1,2,1,1,1,5,5,1964,1964,1,1,3,3,3,144.0,1,2,1,1,1,1,6,998.0,2,0.0,294.0,1292.0,1,1,1,1,1292,0,0,1292,1.0,0.0,1,1,3,1,1,6,1,2,3,2,1964.0,1,2.0,520.0,1,1,1,0,32,0,0,92,0,1,2,1,0,7,2009,2,3,158597
301,1762,60,2,-1.0,8970,1,1,2,1,1,2,1,1,2,1,1,2,5,6,1965,1965,1,1,5,5,1,0.0,1,2,1,1,1,1,2,388.0,2,0.0,356.0,744.0,1,1,1,1,825,1315,0,2140,0.0,0.0,2,1,4,1,1,7,1,1,2,1,1965.0,2,2.0,549.0,1,1,1,0,40,264,0,0,0,1,1,1,0,6,2009,1,1,160387
302,1763,80,2,85.0,11475,1,1,1,1,1,2,1,1,2,1,1,3,6,6,1961,1961,2,1,3,3,2,90.0,1,1,1,1,1,2,2,568.0,2,0.0,640.0,1208.0,1,3,1,1,1576,0,0,1576,1.0,0.0,1,0,4,1,2,7,1,1,4,3,1961.0,2,2.0,368.0,1,1,1,85,0,0,0,0,0,1,2,1,0,9,2009,1,1,186460
303,1764,20,2,68.0,9768,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1955,1955,1,1,2,2,1,0.0,1,1,1,1,1,1,1,100.0,6,247.0,613.0,960.0,1,2,1,1,960,0,0,960,1.0,0.0,1,0,2,1,1,5,1,0,1,1,1955.0,3,1.0,330.0,1,1,1,0,70,0,0,0,0,1,1,1,0,2,2009,1,1,91452
304,1765,20,2,90.0,9900,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1967,1967,1,1,10,6,1,0.0,2,1,1,1,1,1,1,1173.0,2,0.0,507.0,1680.0,1,1,1,1,1691,0,0,1691,1.0,0.0,1,0,2,1,1,5,1,0,1,1,1967.0,1,2.0,550.0,4,1,1,0,67,260,0,0,0,1,1,1,0,4,2009,1,1,199267
305,1766,20,2,92.0,10573,1,1,2,1,1,2,1,1,2,1,1,1,6,6,1961,1961,2,1,5,5,2,3.0,1,1,1,1,1,1,1,1312.0,2,0.0,141.0,1453.0,1,3,1,1,1453,0,0,1453,1.0,0.0,2,0,3,1,1,6,1,1,2,1,1961.0,3,2.0,530.0,1,1,1,0,49,0,0,288,0,1,3,1,0,4,2009,1,1,198097
306,1767,20,2,80.0,14695,1,1,2,1,1,1,1,1,2,1,1,1,6,8,1966,2008,1,1,5,5,2,210.0,1,2,1,1,1,1,2,1387.0,2,0.0,175.0,1562.0,1,2,1,1,1567,0,0,1567,1.0,0.0,2,0,2,1,2,5,1,2,3,1,1966.0,1,2.0,542.0,1,1,1,0,110,0,0,342,0,1,4,1,0,7,2009,1,1,243036
307,1768,20,2,73.0,8760,1,1,1,1,1,1,1,1,2,1,1,1,5,7,1956,1956,1,1,2,2,2,164.0,2,1,1,1,1,1,2,856.0,2,0.0,313.0,1169.0,1,1,1,1,1144,0,0,1144,1.0,0.0,1,0,3,1,1,6,1,0,1,1,1956.0,3,1.0,286.0,1,1,1,257,0,0,0,0,0,1,2,1,0,6,2009,1,1,137742
308,1769,20,2,-1.0,12285,1,1,2,1,1,1,1,1,2,1,1,1,7,6,1960,1960,1,1,4,4,2,128.0,1,1,1,1,1,1,5,544.0,2,0.0,785.0,1329.0,1,2,1,1,1329,0,0,1329,0.0,0.0,1,1,3,1,1,5,1,2,3,1,1960.0,1,2.0,441.0,1,1,1,0,0,203,0,0,0,1,2,1,0,8,2009,1,1,156219
309,1770,20,2,66.0,9240,1,1,2,1,1,1,1,1,2,1,1,1,6,8,1959,1998,2,1,5,5,1,0.0,2,1,1,1,1,1,2,708.0,2,0.0,280.0,988.0,1,1,1,1,988,0,0,988,1.0,0.0,2,0,3,1,2,6,1,0,1,1,1959.0,1,1.0,297.0,1,1,1,156,0,0,0,0,0,1,2,1,0,6,2009,1,1,161845
310,1771,20,2,70.0,8750,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1956,1956,1,1,8,13,1,0.0,1,1,1,1,1,1,1,435.0,4,202.0,565.0,1202.0,1,1,1,1,1202,0,0,1202,0.0,1.0,1,0,3,1,1,6,1,0,1,1,1956.0,3,1.0,304.0,1,1,1,0,35,120,0,0,0,1,4,1,0,11,2009,2,3,93619
311,1772,20,2,70.0,8750,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1955,1955,1,1,9,10,1,0.0,1,1,1,1,1,1,1,172.0,1,483.0,727.0,1382.0,1,2,1,2,1382,0,0,1382,0.0,1.0,1,0,3,1,2,6,1,0,1,1,1955.0,1,1.0,350.0,1,1,1,280,0,0,0,0,0,1,4,1,0,7,2009,1,1,118846
312,1773,20,2,80.0,10400,1,1,1,1,1,2,1,1,2,1,1,1,4,5,1956,1956,1,1,4,4,1,0.0,1,1,1,1,1,1,1,155.0,1,750.0,295.0,1200.0,1,1,1,1,1200,0,0,1200,1.0,0.0,1,0,3,1,1,6,1,2,3,1,1956.0,1,1.0,294.0,1,1,1,0,189,140,0,0,0,1,2,1,0,11,2009,1,4,105589
313,1774,90,2,76.0,9482,1,1,1,1,1,1,1,1,2,1,4,1,5,4,1958,1958,2,1,2,2,2,657.0,1,1,2,1,1,1,4,0.0,2,0.0,1866.0,1866.0,1,3,1,1,1866,0,0,1866,0.0,0.0,2,0,4,2,1,8,1,0,1,2,1958.0,1,2.0,495.0,1,3,1,0,0,0,0,0,0,1,2,1,0,12,2009,1,1,125544
314,1775,20,2,53.0,8128,1,1,2,1,1,4,1,1,2,1,1,1,6,7,1954,1954,2,1,5,5,2,80.0,1,1,1,1,1,1,2,490.0,2,0.0,572.0,1062.0,1,2,1,1,1062,0,0,1062,1.0,0.0,1,0,3,1,1,6,1,0,1,1,1954.0,1,1.0,297.0,1,1,1,0,0,0,0,0,0,1,2,1,0,2,2009,1,1,136133
315,1776,20,2,67.0,13070,1,1,1,1,1,2,1,1,2,1,1,1,5,5,1951,1951,2,1,5,5,1,0.0,1,1,1,1,1,1,1,308.0,2,0.0,323.0,631.0,1,1,1,2,1112,0,0,1112,0.0,0.0,1,0,2,1,1,5,1,0,1,5,1951.0,1,2.0,480.0,1,1,1,0,0,0,0,255,0,1,2,1,0,10,2009,1,1,120779
316,1777,30,2,80.0,8480,1,1,1,1,1,2,1,1,2,1,1,1,5,6,1945,1950,1,1,5,5,1,0.0,1,2,1,1,1,1,5,700.0,2,0.0,93.0,793.0,1,1,1,1,793,0,0,793,1.0,0.0,1,0,2,1,4,4,1,0,1,2,1945.0,1,1.0,240.0,1,1,1,0,0,0,0,0,0,1,2,1,0,8,2009,1,1,100086
317,1778,20,2,60.0,7626,1,1,1,1,1,1,1,1,2,1,1,1,5,8,1952,2005,2,1,2,2,1,0.0,2,1,1,1,1,1,3,931.0,2,0.0,100.0,1031.0,1,2,1,1,1031,0,0,1031,1.0,0.0,1,0,2,1,2,5,1,0,1,1,1952.0,1,1.0,230.0,1,1,1,0,0,0,0,0,0,1,1,1,0,3,2009,1,1,138004
318,1779,20,2,75.0,9533,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1953,1953,2,1,2,2,2,140.0,1,1,5,5,5,5,7,0.0,7,0.0,0.0,0.0,1,1,1,2,1210,0,0,1210,0.0,0.0,1,1,2,1,1,7,1,0,1,1,1953.0,2,1.0,616.0,1,1,1,208,0,100,0,0,0,1,1,1,0,8,2009,4,1,128897
319,1780,60,2,78.0,11419,1,1,1,1,1,2,1,1,5,1,1,2,7,7,1948,1999,1,1,7,9,1,0.0,1,1,1,1,1,3,2,699.0,2,0.0,0.0,699.0,1,3,1,2,801,726,0,1527,1.0,0.0,1,1,3,1,1,6,1,1,3,1,1948.0,1,2.0,410.0,1,1,1,0,0,134,0,0,0,1,4,1,0,12,2009,1,1,162002
320,1781,20,2,60.0,9600,1,1,1,1,1,1,1,1,2,1,1,1,5,6,1950,1950,1,1,2,2,1,0.0,1,1,1,1,1,1,5,390.0,2,0.0,810.0,1200.0,1,1,1,1,1200,0,0,1200,0.0,0.0,1,0,3,1,1,6,1,0,1,1,1950.0,2,1.0,246.0,1,1,1,126,0,0,0,0,0,1,4,1,0,8,2009,1,1,94883
321,1782,20,2,53.0,5470,1,1,1,1,1,1,1,13,2,1,1,1,3,5,1958,1958,1,1,5,5,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,792.0,792.0,1,2,1,2,792,0,0,792,0.0,0.0,1,0,2,1,1,4,1,0,1,1,1958.0,1,1.0,366.0,3,1,1,0,90,0,0,0,0,1,2,1,0,8,2009,1,1,50265
322,1783,60,2,60.0,10800,1,1,1,1,1,1,1,13,2,1,1,2,5,7,1939,2006,1,1,1,1,1,0.0,1,2,3,1,1,1,4,0.0,2,0.0,676.0,676.0,1,3,1,1,676,676,0,1352,0.0,1.0,2,0,4,1,2,7,1,0,1,2,1939.0,1,2.0,720.0,1,1,1,187,0,128,0,0,0,1,2,1,0,8,2009,1,1,114188
323,1784,70,2,80.0,8146,1,1,1,1,1,2,1,13,2,1,1,2,4,8,1900,2003,1,1,5,5,1,0.0,2,2,3,4,1,1,4,0.0,2,0.0,405.0,405.0,1,2,1,1,717,322,0,1039,0.0,0.0,1,0,2,1,1,6,1,0,1,2,1940.0,1,1.0,281.0,1,1,2,0,0,168,0,111,0,1,2,1,0,5,2009,1,1,78021
324,1785,30,2,60.0,10230,1,3,1,1,1,1,1,13,2,1,1,1,5,7,1925,1950,1,1,5,5,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,1054.0,1054.0,1,3,1,1,1078,0,0,1078,0.0,0.0,1,0,3,1,3,6,1,0,1,2,1987.0,1,1.0,264.0,1,1,2,0,0,0,0,112,0,1,4,1,0,12,2009,1,1,73612
325,1786,50,2,60.0,10410,1,3,1,1,1,1,1,13,2,1,1,4,4,5,1915,1950,1,1,5,5,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,1313.0,1313.0,1,1,1,1,1313,0,1064,2377,0.0,0.0,2,0,3,1,2,8,2,1,2,2,1954.0,1,2.0,528.0,1,1,1,0,0,432,0,0,0,1,2,1,0,6,2009,1,1,73005
326,1787,70,2,60.0,7200,1,1,1,1,1,2,1,13,5,1,1,2,7,9,1910,2008,1,1,1,1,1,0.0,2,2,2,1,1,1,4,0.0,2,0.0,560.0,560.0,1,3,1,1,930,760,0,1690,0.0,0.0,2,0,4,1,2,5,1,0,1,2,2008.0,1,2.0,624.0,1,1,1,0,0,112,0,0,0,1,2,1,0,8,2009,1,1,141709
327,1788,30,2,90.0,5400,1,1,1,1,1,1,1,13,5,1,1,1,2,5,1940,1950,1,1,11,11,1,0.0,4,1,2,4,1,1,4,0.0,2,0.0,416.0,416.0,1,2,2,2,599,0,0,599,1.0,0.0,1,0,2,1,2,4,1,0,1,4,-1.0,4,0.0,0.0,2,2,2,0,81,0,0,0,0,1,2,1,0,6,2009,1,1,20754
328,1789,30,2,60.0,10800,1,3,1,1,1,1,1,13,2,1,1,1,5,7,1920,1950,1,1,2,2,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,720.0,720.0,1,1,2,1,846,0,0,846,0.0,0.0,1,0,2,1,2,4,1,0,1,2,1980.0,2,2.0,576.0,1,1,2,0,0,0,0,0,0,1,2,1,0,6,2009,1,1,71758
329,1790,30,2,60.0,10800,1,3,1,1,1,2,1,13,2,1,1,1,3,5,1890,1998,1,1,1,1,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,630.0,630.0,1,1,1,2,725,0,0,725,0.0,0.0,1,1,1,1,1,4,1,0,1,2,1959.0,1,1.0,320.0,1,1,1,0,30,0,0,0,0,1,2,1,0,11,2009,1,1,5036
330,1791,90,2,81.0,9671,1,1,1,1,1,2,1,1,5,1,4,2,6,5,1969,1969,1,1,5,5,3,480.0,1,1,1,1,1,1,4,0.0,2,0.0,1248.0,1248.0,1,1,1,1,1248,1296,0,2544,0.0,0.0,2,2,6,2,1,12,1,0,1,1,1969.0,3,3.0,907.0,1,1,1,0,0,0,0,0,0,1,2,1,0,8,2009,1,1,190541
331,1792,20,2,83.0,10143,1,1,1,1,1,1,1,1,2,1,1,1,6,7,1963,1963,1,1,3,3,2,295.0,1,1,1,1,1,1,1,384.0,2,0.0,996.0,1380.0,1,4,1,1,1380,0,0,1380,0.0,0.0,1,1,3,1,1,6,1,0,1,1,1963.0,1,1.0,364.0,1,1,1,0,0,0,0,216,0,1,4,1,0,6,2009,1,1,150278
332,1793,20,2,77.0,11500,1,1,2,1,1,1,1,1,2,1,1,1,6,4,1967,1967,1,1,3,3,1,0.0,4,1,1,1,3,1,5,872.0,3,60.0,108.0,1040.0,1,2,1,1,1040,0,0,1040,1.0,0.0,1,0,3,1,1,6,3,1,4,1,1967.0,3,2.0,480.0,1,1,1,0,0,156,0,0,0,1,1,1,0,5,2009,1,1,127233
333,1794,20,2,62.0,8010,1,1,1,1,1,1,1,1,2,1,1,1,6,9,1958,2007,2,1,2,2,1,0.0,2,2,1,1,1,3,3,745.0,2,0.0,206.0,951.0,1,2,1,1,951,0,0,951,1.0,0.0,1,0,2,1,2,6,1,0,1,2,1985.0,1,2.0,480.0,1,1,1,0,0,42,0,0,0,1,2,3,450,9,2009,1,1,176802
334,1795,20,2,90.0,10454,1,1,2,1,1,2,1,1,2,1,1,1,6,6,1957,1957,2,1,4,4,3,143.0,1,1,1,1,1,1,1,546.0,2,0.0,559.0,1105.0,1,2,1,2,1105,0,0,1105,0.0,0.0,1,0,3,1,1,5,1,0,1,2,1957.0,1,1.0,308.0,1,1,1,0,0,0,0,0,0,1,2,1,0,4,2009,1,1,130079
335,1796,20,2,80.0,9000,1,1,2,2,1,1,2,1,2,1,1,1,6,6,1958,1958,4,2,2,2,2,82.0,1,1,1,2,1,2,4,0.0,2,0.0,160.0,160.0,1,4,1,1,1142,0,0,1142,0.0,0.0,1,0,2,1,1,5,1,1,3,5,1958.0,3,1.0,384.0,1,1,1,0,28,64,0,0,0,1,2,1,0,4,2009,1,1,140049
336,1797,50,2,60.0,8064,1,1,1,1,1,1,1,1,5,1,1,4,6,5,1950,1950,1,1,2,2,1,0.0,1,1,1,1,1,4,1,621.0,2,0.0,174.0,795.0,1,2,2,1,765,368,0,1133,0.0,0.0,1,0,3,1,1,5,1,0,1,2,1989.0,1,2.0,900.0,1,1,1,0,0,0,0,231,0,1,2,1,0,12,2009,2,3,126993
337,1798,20,2,71.0,7350,1,1,1,1,1,1,1,1,2,1,1,1,5,6,1958,1958,2,1,8,13,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,1041.0,1041.0,1,2,1,1,1041,0,0,1041,0.0,0.0,1,0,3,1,1,6,1,0,1,1,1958.0,3,1.0,294.0,1,1,1,0,0,0,0,0,0,1,4,1,0,3,2009,1,1,90012
338,1799,20,2,60.0,7200,1,1,1,1,1,2,1,1,2,1,1,1,5,7,1952,1952,1,1,5,5,1,0.0,1,2,1,1,4,1,2,630.0,4,102.0,0.0,732.0,1,1,1,1,732,0,0,732,1.0,0.0,1,0,2,1,1,4,1,0,1,2,1952.0,1,1.0,240.0,1,1,1,0,68,0,0,0,0,1,2,1,0,9,2009,1,1,78716
339,1800,80,2,80.0,8000,1,1,1,1,1,1,1,1,2,1,1,3,5,5,1959,1959,1,1,8,4,1,0.0,1,1,1,2,1,4,3,433.0,3,95.0,0.0,528.0,1,1,1,1,1183,0,0,1183,1.0,0.0,1,0,3,1,1,6,1,0,1,1,1959.0,3,1.0,288.0,1,1,1,0,0,0,0,0,0,1,4,1,0,7,2009,1,1,101784
340,1801,50,2,60.0,10800,1,1,1,1,1,1,1,1,5,1,1,4,4,7,1949,1996,1,1,5,5,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,832.0,832.0,1,1,1,3,832,629,0,1461,0.0,0.0,2,0,4,1,1,6,1,0,1,2,1949.0,1,1.0,384.0,1,1,1,0,204,0,0,0,0,1,2,1,0,8,2009,1,1,95323
341,1802,50,2,60.0,8064,1,1,1,1,1,2,1,1,5,1,1,4,6,7,1948,1994,1,1,5,5,1,0.0,1,1,1,1,1,1,6,120.0,2,0.0,744.0,864.0,1,1,1,1,1064,0,431,1495,0.0,0.0,1,0,3,1,1,6,1,0,1,2,1994.0,1,2.0,576.0,1,1,1,180,36,0,0,0,0,1,2,1,0,8,2009,2,3,117919
342,1803,60,2,76.0,7570,1,1,1,1,1,2,1,1,2,1,1,2,6,5,1964,1964,1,1,3,3,2,420.0,1,1,1,1,1,1,4,0.0,2,0.0,780.0,780.0,1,1,1,1,993,813,0,1806,0.0,0.0,1,1,4,1,1,8,1,0,1,1,1964.0,1,2.0,483.0,1,1,1,0,55,0,0,0,0,1,2,1,0,3,2009,1,1,156897
343,1804,90,2,75.0,8604,1,1,2,1,1,1,1,1,2,1,4,5,5,7,1978,1978,1,1,4,4,2,124.0,1,2,1,2,1,4,3,941.0,2,0.0,0.0,941.0,1,2,1,1,941,0,0,941,1.0,0.0,1,0,2,1,2,4,1,0,1,1,1978.0,1,2.0,564.0,1,1,1,0,40,0,0,0,0,1,2,1,0,11,2009,1,1,145201
344,1805,20,2,80.0,7936,1,1,1,1,1,1,1,1,2,1,1,1,6,6,1963,1963,2,1,3,3,1,0.0,1,1,1,1,1,1,5,826.0,2,0.0,219.0,1045.0,1,1,1,1,1045,0,0,1045,1.0,0.0,1,0,3,1,1,6,1,1,5,1,1963.0,3,1.0,264.0,1,1,1,0,0,0,0,0,0,1,2,1,0,4,2009,1,1,141958
345,1806,50,3,68.0,4080,1,3,1,1,1,1,1,13,2,1,1,4,6,8,1935,1998,1,1,2,2,1,0.0,1,1,2,1,1,1,4,0.0,2,0.0,901.0,901.0,1,2,1,1,861,517,0,1378,0.0,0.0,1,0,3,1,2,6,1,0,1,2,1920.0,1,1.0,162.0,3,3,3,54,0,40,0,0,0,1,2,1,0,6,2009,1,1,116721
346,1807,90,3,57.0,10307,1,3,1,1,1,1,1,13,2,1,4,2,6,5,1910,1950,1,1,2,2,1,0.0,1,1,1,1,1,3,6,633.0,2,0.0,339.0,972.0,1,2,2,2,972,972,0,1944,1.0,0.0,2,0,4,2,1,12,1,0,1,2,1920.0,1,2.0,324.0,3,1,2,0,28,169,0,0,0,1,2,1,0,6,2009,1,1,144007
347,1808,50,3,90.0,15660,1,1,1,1,1,1,1,13,2,1,1,4,5,8,1910,2003,1,1,1,1,1,0.0,1,2,1,1,1,1,4,0.0,2,0.0,240.0,240.0,1,1,1,1,810,496,0,1306,0.0,0.0,1,1,3,1,2,6,1,0,1,2,1959.0,1,2.0,472.0,3,1,2,0,0,0,0,0,0,1,1,1,0,7,2009,1,1,124157
348,1809,70,3,90.0,9900,1,1,1,1,1,2,1,13,2,1,1,2,5,8,1910,2002,1,1,1,1,1,0.0,2,1,1,1,1,1,4,0.0,2,0.0,504.0,504.0,1,3,1,1,764,700,0,1464,0.0,0.0,2,0,3,1,1,7,1,0,1,4,-1.0,4,0.0,0.0,2,2,2,0,0,176,0,0,0,1,2,1,0,3,2009,1,1,84131
349,1810,70,3,57.0,6406,1,3,1,1,1,1,1,13,2,1,1,2,5,6,1939,1950,1,1,2,2,1,0.0,1,1,3,1,1,1,2,421.0,2,0.0,269.0,690.0,1,1,1,2,868,690,0,1558,0.0,0.0,1,1,3,1,1,7,1,1,3,2,1939.0,1,2.0,400.0,1,1,1,0,36,0,0,182,0,1,1,1,0,10,2009,1,1,123579
350,1811,190,3,63.0,7627,1,1,1,1,1,2,1,13,5,1,5,2,4,6,1920,1950,1,1,9,10,1,0.0,4,1,3,4,2,1,4,0.0,2,0.0,600.0,600.0,1,2,2,1,1101,600,0,1701,0.0,0.0,2,0,4,2,4,8,1,0,1,4,-1.0,4,0.0,0.0,2,2,2,0,0,148,0,0,0,1,2,1,0,10,2009,1,1,67831
351,1812,50,3,56.0,10134,1,3,1,1,1,1,1,13,2,1,1,4,5,5,1910,1950,1,1,5,5,1,0.0,1,1,3,4,1,1,4,0.0,2,0.0,801.0,801.0,1,2,2,1,801,646,0,1447,0.0,0.0,1,0,3,1,1,6,1,0,1,4,-1.0,4,0.0,0.0,2,2,2,80,0,244,0,0,0,1,2,1,0,7,2009,1,1,65006
352,1813,50,3,50.0,6000,1,1,1,1,1,1,1,13,2,1,1,4,5,7,1950,1970,1,1,2,2,1,0.0,1,5,1,1,1,1,5,384.0,2,0.0,384.0,768.0,1,1,1,2,768,560,0,1328,0.0,0.0,1,1,3,1,1,6,1,0,1,2,1950.0,1,1.0,308.0,1,1,1,0,12,0,0,0,0,1,1,1,0,3,2009,1,1,111783
353,1814,30,3,62.0,7404,1,1,1,1,1,2,1,13,2,1,1,1,4,6,1920,1950,1,1,5,5,1,0.0,1,1,3,4,1,1,4,0.0,2,0.0,861.0,861.0,1,1,1,1,861,0,0,861,0.0,0.0,1,0,2,1,1,5,1,0,1,2,1920.0,1,2.0,288.0,1,1,2,0,0,128,0,0,0,1,2,1,0,11,2009,5,1,73258
354,1815,30,3,50.0,5925,1,1,1,1,1,2,1,13,2,1,1,1,2,4,1940,1950,1,1,5,5,1,0.0,1,2,3,5,5,5,7,0.0,7,0.0,0.0,0.0,1,4,2,2,612,0,0,612,0.0,0.0,1,0,1,1,1,4,1,0,1,2,1965.0,1,1.0,308.0,1,3,2,0,0,25,0,0,0,1,2,1,0,10,2009,1,1,-341
355,1816,30,3,60.0,8520,1,1,1,1,1,1,1,13,2,1,1,1,5,8,1923,1950,1,1,11,11,1,0.0,2,1,2,4,1,1,4,0.0,2,0.0,624.0,624.0,1,1,1,1,792,0,0,792,0.0,0.0,1,0,2,1,1,5,1,0,1,2,1963.0,1,1.0,287.0,1,1,1,0,0,81,0,0,0,1,4,1,0,2,2009,1,1,83536
356,1817,70,3,60.0,9600,1,1,1,1,1,1,1,13,2,1,1,2,4,4,1910,1950,1,1,1,1,1,0.0,2,2,3,4,1,1,4,0.0,2,0.0,677.0,677.0,1,1,1,1,833,677,0,1510,0.0,0.0,2,0,3,1,2,7,1,0,1,2,1974.0,1,2.0,720.0,1,1,2,0,0,160,0,0,0,1,2,1,0,6,2009,1,1,97114
357,1818,70,3,70.0,8400,1,1,1,1,1,2,1,13,5,1,1,2,6,7,1900,1950,1,1,11,13,1,0.0,1,1,3,4,4,3,4,0.0,2,0.0,917.0,917.0,1,2,1,2,1090,917,0,2007,0.0,0.0,2,0,3,1,3,8,1,0,1,2,1930.0,1,1.0,357.0,1,1,1,0,235,0,0,0,0,1,2,1,0,6,2009,1,1,161026
358,1819,70,3,60.0,3600,1,3,1,1,1,1,1,13,2,1,1,2,6,7,1917,2007,1,1,11,11,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,624.0,624.0,1,3,1,1,664,624,0,1288,1.0,0.0,1,0,3,1,3,5,1,1,3,1,1917.0,1,1.0,280.0,1,1,2,0,103,0,0,0,0,1,2,1,0,5,2009,1,1,100156
359,1820,30,5,-1.0,3300,1,1,1,1,1,1,1,13,2,1,1,1,4,3,1910,1950,1,1,11,11,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,624.0,624.0,1,3,1,1,816,0,0,816,0.0,0.0,1,0,2,1,1,5,1,1,3,4,-1.0,4,0.0,0.0,2,2,2,0,33,0,0,0,0,1,2,1,0,6,2009,1,1,-875
360,1821,50,3,60.0,5400,1,1,1,1,1,1,1,13,2,1,1,4,6,6,1920,1950,1,1,5,5,1,0.0,4,1,3,1,1,1,4,0.0,2,0.0,972.0,972.0,1,3,1,1,1044,0,436,1480,0.0,0.0,1,0,3,1,1,6,1,0,1,2,1920.0,1,1.0,207.0,3,1,1,0,0,176,0,0,0,1,2,1,0,9,2009,8,4,112635
361,1822,70,3,60.0,9720,1,3,1,1,1,1,1,13,2,1,1,2,6,7,1910,2002,1,1,5,5,1,0.0,1,1,2,1,1,1,4,0.0,2,0.0,741.0,741.0,1,3,1,1,780,741,0,1521,0.0,0.0,1,0,4,1,2,8,1,0,1,2,1950.0,1,3.0,640.0,1,1,1,0,0,238,0,0,0,1,1,1,0,9,2009,1,1,117917
